Geo_NAME,Geo_QName,Geo_AREALAND,Geo_AREAWATR,Geo_SUMLEV,Geo_GEOCOMP,Geo_REGION,Geo_DIVISION,Geo_FIPS,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T055_001,SE_T055_002,SE_T055_003,SE_T055_004,SE_T055_005,SE_T055_006,SE_T055_007,SE_T055_008,SE_T055_009,SE_T055_010,SE_T055_011,SE_T055_012,SE_T055_013,SE_T055_014,SE_T055_015,SE_T055_016,SE_T055_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T056_018,SE_T056_019,SE_T056_020,SE_T056_021,SE_T056_022,SE_T056_023,SE_T056_024,SE_T056_025,SE_T056_026,SE_T056_027,SE_T056_028,SE_T056_029,SE_T056_030,SE_T056_031,SE_T057_001,SE_T057_002,SE_T057_003,SE_T057_004,SE_T057_005,SE_T057_006,SE_T057_007,SE_T057_008,SE_T057_009,SE_T057_010,SE_T057_011,SE_T057_012,SE_T057_013,SE_T057_014,SE_T057_015,SE_T057_016,SE_T057_017,SE_T057_018,SE_T057_019,SE_T057_020,SE_T057_021,SE_T057_022
"Census Tract 225","Census Tract 225, Hillsborough County, New Hampshire","182826360","1377732","140","00","1","1","33011022500","33","011","19",,"022500",6817,6817,96.57222,70.5896583304633,71.1216,70.58966,0.5319453,6817,6673,13,15,25,4,18,69,6817,6697,6583,13,11,25,4,0,61,120,90,0,4,0,0,18,8,6817,6697,120,35,47,5,0,5,0,2,0,0,1,2,0,8,3,0,1,2,0,0,2,0,0,0,20,9,0,0,11,23,5,0,0,0,2,0,2,1,2,1,4,0,0,0,0,0,0,4,2,0,0
"Census Tract 230","Census Tract 230, Hillsborough County, New Hampshire","97686573","1050414","140","00","1","1","33011023000","33","011","19",,"023000",6284,6284,166.6092,37.7169994610014,38.12257,37.717,0.4055671,6284,6039,46,11,112,1,26,49,6284,6198,5982,43,10,111,1,4,47,86,57,3,1,1,0,22,2,6284,6198,86,14,33,2,3,7,2,5,0,0,0,0,0,13,0,1,0,5,1,0,5,0,1,0,14,3,4,0,7,106,15,0,0,0,27,29,7,0,0,7,5,0,0,0,1,1,0,3,11,0,0
"Census Tract 240","Census Tract 240, Hillsborough County, New Hampshire","77626641","3234024","140","00","1","1","33011024000","33","011","19",,"024000",1654,1654,55.18518,29.9718145412257,31.22048,29.97182,1.248664,1654,1611,6,1,13,0,4,19,1654,1637,1598,6,1,13,0,2,17,17,13,0,0,0,0,2,2,1654,1637,17,4,3,0,0,2,0,1,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,6,2,0,0,4,9,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0
"Census Tract 250","Census Tract 250, Hillsborough County, New Hampshire","92374730","2149359","140","00","1","1","33011025000","33","011","19",,"025000",2637,2637,73.93579,35.666083394981,36.49596,35.66608,0.8298722,2637,2568,7,5,10,1,4,42,2637,2606,2540,7,5,10,1,3,40,31,28,0,0,0,0,1,2,2637,2606,31,8,6,3,2,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,6,2,0,0,4,8,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Census Tract 255","Census Tract 255, Hillsborough County, New Hampshire","134641696","3286855","140","00","1","1","33011025500","33","011","19",,"025500",6235,6235,119.9374,51.9854516700463,53.25451,51.98545,1.269062,6235,6008,37,20,36,2,19,113,6235,6145,5943,36,19,36,2,7,102,90,65,1,1,0,0,12,11,6235,6145,90,22,21,3,11,0,0,0,0,0,0,0,0,15,2,0,2,9,1,0,1,0,0,0,18,5,3,0,10,36,0,0,0,0,0,17,6,0,3,4,1,0,0,0,0,0,1,0,0,0,4
"Census Tract 2001","Census Tract 2001, Hillsborough County, New Hampshire","26674834","515911","140","00","1","1","33011200100","33","011","19",,"200100",4522,4522,439.0627,10.2992114249178,10.49841,10.29921,0.1991944,4522,4328,22,7,89,0,23,53,4522,4451,4281,22,3,89,0,11,45,71,47,0,4,0,0,12,8,4522,4451,71,9,31,1,8,5,0,4,0,0,0,1,0,12,0,0,0,8,0,0,1,3,0,0,5,1,0,0,4,81,30,0,0,0,12,9,5,0,0,2,5,7,0,0,0,0,1,4,6,0,0
"Census Tract 2004","Census Tract 2004, Hillsborough County, New Hampshire","1553214","266557","140","00","1","1","33011200400","33","011","19",,"200400",2867,2867,4780.729,0.599699303626117,0.7026175,0.5996993,0.1029182,2867,2409,195,5,86,2,99,71,2867,2562,2233,171,4,85,2,11,56,305,176,24,1,1,0,88,15,2867,2562,305,48,145,3,46,26,0,5,4,5,1,11,0,21,0,0,1,7,1,0,1,8,1,2,16,3,0,0,13,82,21,1,0,0,0,29,4,0,0,3,10,0,0,0,0,0,7,0,6,0,1
"Census Tract 9801.01","Census Tract 9801.01, Hillsborough County, New Hampshire","2283477","199204","140","00","1","1","33011980101","33","011","19",,"980101",0,0,0,0.881655436241403,0.9585685,0.8816555,0.0769131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 30.01","Census Tract 30.01, Merrimack County, New Hampshire","32355071","1622232","140","00","1","1","33013003001","33","013","18",,"003001",4168,4168,333.6438,12.492363671183,13.11871,12.49236,0.6263473,4168,3961,44,6,49,4,35,69,4168,4096,3930,37,4,49,4,9,63,72,31,7,2,0,0,26,6,4168,4096,72,7,26,2,8,7,0,2,5,0,0,0,0,8,0,0,0,1,3,0,0,3,1,0,14,2,2,0,10,49,5,0,0,0,0,23,2,0,0,2,3,0,0,4,0,0,2,1,5,0,2
"Census Tract 30.06","Census Tract 30.06, Merrimack County, New Hampshire","10286073","22685","140","00","1","1","33013003006","33","013","18",,"003006",3637,3637,915.7806,3.97147515741386,3.980234,3.971475,0.008758727,3637,3437,51,10,63,2,26,48,3637,3563,3395,48,10,63,2,1,44,74,42,3,0,0,0,25,4,3637,3563,74,15,29,2,7,0,0,0,0,0,0,0,0,15,0,0,0,2,4,1,1,7,0,0,6,3,1,0,2,62,8,0,0,0,0,17,15,0,0,0,4,0,0,7,6,0,2,1,2,0,0
"Census Tract 31","Census Tract 31, Merrimack County, New Hampshire","52623658","285783","140","00","1","1","33013003100","33","013","18",,"003100",4322,4322,212.7167,20.3181080375662,20.42845,20.31811,0.1103414,4322,4142,35,15,34,2,17,77,4322,4243,4095,32,11,33,2,4,66,79,47,3,4,1,0,13,11,4322,4243,79,18,28,0,4,9,3,0,3,0,3,0,0,15,0,0,0,6,0,0,0,9,0,0,5,0,0,0,5,33,1,0,0,0,1,6,12,0,3,0,0,5,0,0,1,0,1,3,0,0,0
"Census Tract 32","Census Tract 32, Merrimack County, New Hampshire","59006028","414803","140","00","1","1","33013003200","33","013","18",,"003200",7115,7115,312.3031,22.7823557483664,22.94251,22.78236,0.1601563,7115,6884,43,35,45,0,29,79,7115,6999,6809,39,33,44,0,7,67,116,75,4,2,1,0,22,12,7115,6999,116,24,51,2,8,4,0,0,0,0,3,1,0,16,0,0,0,6,1,0,5,4,0,0,11,6,1,0,4,45,15,0,0,1,0,12,7,0,0,1,4,1,0,4,0,0,0,0,0,0,0
"Census Tract 300","Census Tract 300, Merrimack County, New Hampshire","79985967","1237027","140","00","1","1","33013030000","33","013","18",,"030000",2758,2758,89.3055,30.8827562135423,31.36037,30.88276,0.4776188,2758,2687,8,4,17,0,0,42,2758,2722,2656,8,4,16,0,0,38,36,31,0,0,1,0,0,4,2758,2722,36,15,6,2,2,3,0,0,1,0,1,1,0,5,0,0,0,4,0,1,0,0,0,0,3,2,0,0,1,17,1,1,0,0,0,8,1,0,0,2,2,0,0,0,1,0,0,1,0,0,0
"Census Tract 310.01","Census Tract 310.01, Merrimack County, New Hampshire","47317438","680763","140","00","1","1","33013031001","33","013","18",,"031001",3874,3874,212.049,18.2693664989954,18.53221,18.26937,0.2628441,3874,3783,6,5,37,0,11,32,3874,3817,3735,5,5,37,0,5,30,57,48,1,0,0,0,6,2,3874,3817,57,16,12,2,0,3,0,2,0,1,0,0,0,15,4,0,0,8,0,0,3,0,0,0,9,5,0,0,4,36,4,0,0,1,0,9,4,0,0,4,9,0,0,0,0,0,3,0,0,0,2
"Census Tract 310.02","Census Tract 310.02, Merrimack County, New Hampshire","25285725","332897","140","00","1","1","33013031002","33","013","18",,"031002",3645,3645,373.3532,9.76287303261637,9.891405,9.762873,0.1285323,3645,3527,1,3,67,0,12,35,3645,3597,3491,1,2,67,0,4,32,48,36,0,1,0,0,8,3,3645,3597,48,19,4,0,0,10,0,5,0,0,4,1,0,3,0,0,1,1,0,0,1,0,0,0,12,1,2,0,9,67,32,0,0,0,2,13,9,0,0,4,6,0,0,0,0,0,0,0,1,0,0
"Census Tract 321","Census Tract 321, Merrimack County, New Hampshire","4311965","36041","140","00","1","1","33013032100","33","013","18",,"032100",3880,3880,2330.528,1.66485906498408,1.678775,1.664859,0.01391551,3880,3652,22,10,120,0,5,71,3880,3813,3607,21,6,120,0,0,59,67,45,1,4,0,0,5,12,3880,3813,67,15,15,1,1,11,0,8,0,0,3,0,0,16,4,0,1,4,0,0,4,0,3,0,8,4,2,0,2,120,31,0,0,3,0,18,14,0,0,0,26,0,0,9,1,0,0,7,9,0,2
"Census Tract 322","Census Tract 322, Merrimack County, New Hampshire","2558321","332885","140","00","1","1","33013032200","33","013","18",,"032200",2806,2806,2840.733,0.987773302424567,1.116301,0.9877733,0.1285276,2806,2565,103,14,44,4,14,62,2806,2746,2527,96,13,44,4,4,58,60,38,7,1,0,0,10,4,2806,2746,60,23,20,2,1,4,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,9,2,0,0,7,44,6,0,10,0,0,6,5,0,0,0,6,0,0,0,0,0,0,2,8,0,1
"Census Tract 323","Census Tract 323, Merrimack County, New Hampshire","813173","15724","140","00","1","1","33013032300","33","013","18",,"032300",1756,1756,5592.929,0.313967863943771,0.3200389,0.3139679,0.006071071,1756,1629,28,4,44,0,5,46,1756,1725,1611,28,4,42,0,1,39,31,18,0,0,2,0,4,7,1756,1725,31,7,15,1,0,1,0,1,0,0,0,0,0,4,0,0,0,2,1,0,0,0,0,1,3,1,1,0,1,44,13,0,7,0,0,4,3,0,1,1,6,1,0,1,0,0,1,1,1,0,4
"Census Tract 324","Census Tract 324, Merrimack County, New Hampshire","3178741","519963","140","00","1","1","33013032400","33","013","18",,"032400",3593,3593,2927.52,1.22731881383234,1.428078,1.227319,0.2007588,3593,3320,79,14,90,0,15,75,3593,3530,3287,76,14,88,0,1,64,63,33,3,0,2,0,14,11,3593,3530,63,19,15,3,5,1,0,0,0,1,0,0,0,10,0,0,0,2,0,0,0,7,1,0,10,2,1,0,7,89,18,0,17,0,1,18,4,0,1,3,6,0,0,5,0,0,3,2,5,0,6
"Census Tract 325","Census Tract 325, Merrimack County, New Hampshire","33710483","1520230","140","00","1","1","33013032500","33","013","18",,"032500",3908,3908,300.253,13.0156911923916,13.60266,13.01569,0.5869641,3908,3726,32,13,73,0,9,55,3908,3841,3669,28,13,73,0,4,54,67,57,4,0,0,0,5,1,3908,3841,67,8,19,10,2,8,5,3,0,0,0,0,0,15,2,0,1,9,0,0,0,0,3,0,5,2,3,0,0,73,27,0,0,0,1,21,8,0,0,2,8,0,0,0,0,0,0,0,5,1,0
"Census Tract 326","Census Tract 326, Merrimack County, New Hampshire","14205359","2083068","140","00","1","1","33013032600","33","013","18",,"032600",4129,4129,752.8187,5.48472000642474,6.288997,5.48472,0.8042771,4129,3805,182,22,40,0,34,46,4129,3978,3698,180,18,38,0,6,38,151,107,2,4,2,0,28,8,4129,3978,151,11,31,0,1,5,0,1,2,0,0,2,0,7,5,0,0,0,2,0,0,0,0,0,96,3,0,0,93,39,1,0,10,0,0,3,3,0,0,0,9,0,0,1,0,0,0,1,1,0,10
"Census Tract 327.01","Census Tract 327.01, Merrimack County, New Hampshire","13543344","796614","140","00","1","1","33013032701","33","013","18",,"032701",1583,1583,302.7281,5.22911457504822,5.536689,5.229115,0.3075744,1583,1491,14,1,26,0,4,47,1583,1564,1483,11,1,26,0,0,43,19,8,3,0,0,0,4,4,1583,1564,19,0,7,5,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,3,1,0,0,2,25,1,0,1,0,1,5,3,0,0,1,6,0,0,5,0,0,0,0,0,0,2
"Census Tract 327.06","Census Tract 327.06, Merrimack County, New Hampshire","6471818","542012","140","00","1","1","33013032706","33","013","18",,"032706",3887,3887,1555.557,2.49878300594443,2.708055,2.498783,0.209272,3887,3630,51,9,92,0,41,64,3887,3803,3589,50,8,92,0,7,57,84,41,1,1,0,0,34,7,3887,3803,84,19,42,4,7,1,0,1,0,0,0,0,0,7,1,0,1,2,1,0,2,0,0,0,4,0,1,0,3,87,12,4,12,0,2,9,14,0,0,0,10,0,0,22,0,0,0,1,0,0,1
"Census Tract 328","Census Tract 328, Merrimack County, New Hampshire","49420557","1677400","140","00","1","1","33013032800","33","013","18",,"032800",5100,5100,267.2762,19.0813841608533,19.72903,19.08138,0.6476478,5100,4854,26,3,130,1,11,75,5100,5028,4802,25,3,130,1,2,65,72,52,1,0,0,0,9,10,5100,5028,72,11,25,5,1,7,2,1,0,4,0,0,0,15,1,0,0,11,0,0,0,2,1,0,8,3,1,0,4,126,26,0,0,0,1,43,32,0,0,3,7,0,0,10,0,0,1,0,2,0,1
"Census Tract 329","Census Tract 329, Merrimack County, New Hampshire","3064563","115691","140","00","1","1","33013032900","33","013","18",,"032900",4254,4254,3595.23,1.18323443969625,1.227903,1.183234,0.04466855,4254,3430,209,8,509,0,25,73,4254,4153,3359,205,6,509,0,11,63,101,71,4,2,0,0,14,10,4254,4153,101,21,44,1,5,6,0,0,1,1,3,1,0,13,1,2,1,5,0,0,0,4,0,0,11,1,2,0,8,483,122,0,164,0,0,25,9,0,0,5,34,0,0,86,6,0,0,0,10,0,22
"Census Tract 330","Census Tract 330, Merrimack County, New Hampshire","54427897","277042","140","00","1","1","33013033000","33","013","18",,"033000",2523,2523,120.0586,21.0147290257715,21.1217,21.01473,0.1069665,2523,2493,5,0,6,0,5,14,2523,2496,2471,5,0,6,0,1,13,27,22,0,0,0,0,4,1,2523,2496,27,4,9,0,1,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,1,1,0,0,7,2,0,0,5,6,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
"Census Tract 340","Census Tract 340, Merrimack County, New Hampshire","88737153","507265","140","00","1","1","33013034000","33","013","18",,"034000",4566,4566,133.2687,34.2616073896867,34.45746,34.26161,0.1958561,4566,4469,18,3,26,0,12,38,4566,4538,4454,18,3,24,0,3,36,28,15,0,0,2,0,9,2,4566,4538,28,3,16,2,0,6,1,2,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,8,2,0,1,2,8,0,0,0,0,0,1,0,0,0,3
"Census Tract 350","Census Tract 350, Merrimack County, New Hampshire","61783845","704143","140","00","1","1","33013035000","33","013","18",,"035000",4106,4106,172.1241,23.8548765476906,24.12675,23.85488,0.2718711,4106,3977,25,12,24,0,9,59,4106,4030,3922,20,12,23,0,0,53,76,55,5,0,1,0,9,6,4106,4030,76,19,32,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,16,4,0,0,12,24,0,1,0,0,0,11,8,0,0,1,0,0,0,0,0,0,0,0,2,0,1
"Census Tract 360","Census Tract 360, Merrimack County, New Hampshire","119303594","1665297","140","00","1","1","33013036000","33","013","18",,"036000",5317,5317,115.4279,46.0633763554117,46.70635,46.06338,0.6429748,5317,5226,14,14,20,0,3,40,5317,5276,5195,14,14,20,0,1,32,41,31,0,0,0,0,2,8,5317,5276,41,11,17,4,2,3,0,1,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,20,0,0,0,0,0,6,3,0,0,0,6,0,0,4,0,0,1,0,0,0,0
"Census Tract 370","Census Tract 370, Merrimack County, New Hampshire","114789647","2091484","140","00","1","1","33013037000","33","013","18",,"037000",2352,2352,53.06796,44.3205327592251,45.12806,44.32053,0.8075265,2352,2294,12,6,8,2,7,23,2352,2313,2262,10,6,7,2,3,23,39,32,2,0,1,0,4,0,2352,2313,39,9,8,1,2,14,0,2,6,4,1,1,0,3,0,0,0,0,1,0,1,0,1,0,2,2,0,0,0,8,0,0,0,0,2,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"Census Tract 380","Census Tract 380, Merrimack County, New Hampshire","63947210","1779917","140","00","1","1","33013038000","33","013","18",,"038000",3965,3965,160.5903,24.6901560933873,25.37739,24.69016,0.6872298,3965,3863,25,11,11,0,10,45,3965,3927,3835,24,10,11,0,3,44,38,28,1,1,0,0,7,1,3965,3927,38,14,13,0,0,7,0,4,0,0,0,3,0,2,1,0,0,0,1,0,0,0,0,0,2,1,0,0,1,8,3,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1
"Census Tract 385","Census Tract 385, Merrimack County, New Hampshire","216892899","2116184","140","00","1","1","33013038500","33","013","18",,"038500",4705,4705,56.18392,83.7428188856474,84.55988,83.74282,0.8170633,4705,4609,13,12,19,0,8,44,4705,4644,4564,12,10,19,0,1,38,61,45,1,2,0,0,7,6,4705,4644,61,20,6,7,2,7,1,5,0,0,1,0,0,9,0,0,0,4,0,0,2,0,3,0,10,5,1,0,4,19,8,0,0,0,3,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"Census Tract 390","Census Tract 390, Merrimack County, New Hampshire","112335445","4624061","140","00","1","1","33013039000","33","013","18",,"039000",5589,5589,128.8591,43.3729608013628,45.15832,43.37296,1.78536,5589,5459,16,7,32,3,5,67,5589,5534,5415,16,7,32,3,1,60,55,44,0,0,0,0,4,7,5589,5534,55,22,14,5,2,2,0,1,0,0,1,0,0,6,0,0,3,1,0,2,0,0,0,0,4,1,1,0,2,32,1,0,0,0,2,19,2,0,0,0,4,0,0,0,0,0,0,2,0,0,2
"Census Tract 400","Census Tract 400, Merrimack County, New Hampshire","114051040","1769141","140","00","1","1","33013040000","33","013","18",,"040000",4836,4836,109.8208,44.0353546039596,44.71842,44.03535,0.6830692,4836,4629,60,17,53,0,22,55,4836,4755,4578,53,15,53,0,5,51,81,51,7,2,0,0,17,4,4836,4755,81,14,21,4,8,3,0,0,2,0,1,0,0,21,0,2,0,10,1,2,1,3,2,0,10,1,0,0,9,53,4,0,0,0,0,33,4,0,0,2,5,0,0,3,1,0,0,1,0,0,0
"Census Tract 405","Census Tract 405, Merrimack County, New Hampshire","293955918","9674215","140","00","1","1","33013040500","33","013","18",,"040500",5559,5559,48.97926,113.497013885779,117.2322,113.497,3.735235,5559,5400,11,14,24,14,15,81,5559,5491,5354,11,13,24,14,7,68,68,46,0,1,0,0,8,13,5559,5491,68,10,30,5,1,9,0,8,0,0,0,1,0,5,0,0,1,1,0,2,0,1,0,0,8,3,1,0,4,24,1,0,0,0,0,4,7,0,0,3,4,0,0,0,0,0,0,0,2,0,3
"Census Tract 410","Census Tract 410, Merrimack County, New Hampshire","58237915","7983653","140","00","1","1","33013041000","33","013","18",,"041000",4397,4397,195.5458,22.4857860345299,25.56829,22.48579,3.082506,4397,4241,49,2,47,2,4,52,4397,4333,4194,45,2,46,2,0,44,64,47,4,0,1,0,4,8,4397,4333,64,15,14,14,3,4,1,2,0,0,1,0,0,7,0,0,3,1,1,1,0,0,1,0,7,4,2,0,1,46,5,0,0,0,0,27,2,0,0,2,2,0,1,4,0,0,0,1,2,0,0
"Census Tract 415","Census Tract 415, Merrimack County, New Hampshire","242116771","2044829","140","00","1","1","33013041500","33","013","18",,"041500",3611,3611,38.62783,93.4818107265362,94.27132,93.48181,0.7895129,3611,3544,6,5,10,0,6,40,3611,3577,3522,6,5,10,0,1,33,34,22,0,0,0,0,5,7,3611,3577,34,10,5,0,2,7,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,5,1,0,4,10,0,0,0,0,0,2,3,0,0,2,2,0,0,0,0,0,0,1,0,0,0
"Census Tract 425","Census Tract 425, Merrimack County, New Hampshire","208396166","2950880","140","00","1","1","33013042500","33","013","18",,"042500",3753,3753,46.64301,80.462210635725,81.60155,80.46221,1.139341,3753,3627,12,15,25,0,3,71,3753,3721,3605,12,13,25,0,0,66,32,22,0,2,0,0,3,5,3753,3721,32,8,10,3,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,3,1,0,4,25,9,0,0,0,0,2,2,0,0,1,9,0,0,0,2,0,0,0,0,0,0
"Census Tract 430.01","Census Tract 430.01, Merrimack County, New Hampshire","32922774","779892","140","00","1","1","33013043001","33","013","18",,"043001",4200,4200,330.4081,12.7115546481296,13.01267,12.71155,0.301118,4200,4043,14,23,28,2,11,79,4200,4132,4003,13,22,26,2,1,65,68,40,1,1,2,0,10,14,4200,4132,68,9,38,2,4,6,0,0,2,0,1,3,0,3,0,0,0,0,0,0,3,0,0,0,6,0,4,0,2,28,0,0,0,0,0,4,6,0,0,3,6,0,0,0,1,0,0,1,7,0,0
"Census Tract 430.02","Census Tract 430.02, Merrimack County, New Hampshire","37728339","3975086","140","00","1","1","33013043002","33","013","18",,"043002",4277,4277,293.6089,14.5669941327913,16.10178,14.56699,1.534789,4277,4112,28,16,38,0,14,69,4277,4212,4069,27,15,38,0,0,63,65,43,1,1,0,0,14,6,4277,4212,65,6,30,5,4,4,0,0,1,0,0,3,0,6,1,0,0,1,1,0,2,1,0,0,10,2,0,0,8,36,12,0,0,0,0,1,15,0,0,0,2,3,0,1,1,0,0,0,1,0,0
"Census Tract 440","Census Tract 440, Merrimack County, New Hampshire","74668880","891042","140","00","1","1","33013044000","33","013","18",,"044000",4829,4829,167.5002,28.829816972125,29.17385,28.82982,0.3440332,4829,4664,38,15,38,0,9,65,4829,4759,4615,35,15,38,0,4,52,70,49,3,0,0,0,5,13,4829,4759,70,18,25,2,0,3,0,1,0,0,0,2,0,11,0,0,0,6,2,0,1,0,2,0,11,1,0,0,10,38,5,0,0,0,0,10,5,0,0,1,4,5,0,0,1,0,0,2,0,0,5
"Census Tract 441","Census Tract 441, Merrimack County, New Hampshire","16872068","734081","140","00","1","1","33013044100","33","013","18",,"044100",3570,3570,548.0215,6.51434215139221,6.797772,6.514342,0.2834303,3570,3164,142,12,171,1,9,71,3570,3504,3119,141,10,171,1,1,61,66,45,1,2,0,0,8,10,3570,3504,66,16,26,7,0,1,0,1,0,0,0,0,0,7,1,0,0,2,0,0,0,3,0,1,9,0,1,0,8,166,25,0,32,1,0,5,20,0,0,2,12,4,0,32,8,0,2,6,16,0,1
"Census Tract 442","Census Tract 442, Merrimack County, New Hampshire","51801417","1032293","140","00","1","1","33013044200","33","013","18",,"044200",5646,5646,282.291,20.0006393852018,20.39921,20.00064,0.3985706,5646,5330,46,7,153,1,28,81,5646,5514,5249,44,6,151,1,6,57,132,81,2,1,2,0,22,24,5646,5514,132,35,38,3,5,4,0,4,0,0,0,0,0,28,0,0,4,6,6,0,0,7,5,0,19,11,1,0,7,150,51,0,0,0,2,10,15,0,4,4,13,0,0,19,5,0,4,1,11,0,11
"Census Tract 443","Census Tract 443, Merrimack County, New Hampshire","18242543","0","140","00","1","1","33013044300","33","013","18",,"044300",4229,4229,600.4129,7.04348591576486,7.043486,7.043486,0,4229,3942,62,24,112,3,11,75,4229,4132,3879,56,22,112,2,0,61,97,63,6,2,0,1,11,14,4229,4132,97,14,39,3,10,4,1,0,1,0,2,0,0,8,0,0,0,4,0,0,2,1,1,0,19,1,8,0,10,110,11,0,0,0,0,27,40,0,2,1,10,0,0,13,4,0,0,1,1,0,0
"Census Tract 33.01","Census Tract 33.01, Rockingham County, New Hampshire","21643739","563512","140","00","1","1","33015003301","33","015","19",,"003301",4567,4567,546.5079,8.35669508893477,8.574268,8.356695,0.2175732,4567,4394,30,9,44,3,36,51,4567,4473,4332,29,6,44,3,10,49,94,62,1,3,0,0,26,2,4567,4473,94,16,33,4,9,13,0,10,0,1,0,2,0,12,5,0,1,3,1,0,0,0,2,0,7,3,3,0,1,43,9,0,0,0,0,19,1,0,0,2,3,0,0,3,0,0,0,2,1,0,3
"Census Tract 33.02","Census Tract 33.02, Rockingham County, New Hampshire","12071220","61474","140","00","1","1","33015003302","33","015","19",,"003302",4995,4995,1071.722,4.66072429679211,4.68446,4.660724,0.02373525,4995,4702,40,18,86,1,45,103,4995,4809,4583,35,11,86,1,9,84,186,119,5,7,0,0,36,19,4995,4809,186,32,60,5,8,37,3,15,5,1,2,11,0,9,1,0,0,3,1,0,1,2,1,0,35,9,0,0,26,86,37,0,0,0,2,18,9,0,0,2,6,0,0,4,0,0,0,1,7,0,0
"Census Tract 34","Census Tract 34, Rockingham County, New Hampshire","5427595","98311","140","00","1","1","33015003400","33","015","19",,"003400",5355,5355,2555.346,2.09560623446904,2.133564,2.095606,0.03795809,5355,5073,71,13,74,2,46,76,5355,5153,4928,68,13,72,0,10,62,202,145,3,0,2,2,36,14,5355,5153,202,39,57,4,35,13,1,8,0,1,1,2,0,27,2,0,4,10,10,0,0,0,1,0,27,4,0,0,23,69,15,0,0,0,0,15,5,0,2,5,11,0,0,6,0,2,0,2,3,0,3
"Census Tract 35","Census Tract 35, Rockingham County, New Hampshire","5529060","0","140","00","1","1","33015003500","33","015","19",,"003500",5782,5782,2708.473,2.13478209165448,2.134782,2.134782,0,5782,5377,61,16,82,0,102,144,5782,5509,5223,59,13,80,0,14,120,273,154,2,3,2,0,88,24,5782,5509,273,30,129,7,26,24,4,12,2,4,0,2,0,26,3,0,0,12,6,0,3,0,1,1,31,5,3,0,23,81,16,0,0,0,3,20,19,0,0,3,14,1,0,0,0,0,0,3,2,0,0
"Census Tract 36.01","Census Tract 36.01, Rockingham County, New Hampshire","18393683","92568","140","00","1","1","33015003601","33","015","19",,"003601",6817,6817,959.8919,7.10184139849297,7.137582,7.101841,0.03574071,6817,6398,84,9,160,6,46,114,6817,6592,6240,82,7,158,5,15,85,225,158,2,2,2,1,31,29,6817,6592,225,44,66,11,23,19,3,7,1,2,4,2,0,37,3,0,2,30,1,0,0,0,1,0,25,3,3,0,19,157,70,0,0,0,6,26,16,0,1,6,8,1,0,0,6,0,2,2,7,0,6
"Census Tract 36.02","Census Tract 36.02, Rockingham County, New Hampshire","29162389","1437706","140","00","1","1","33015003602","33","015","19",,"003602",5593,5593,496.729,11.2596614347248,11.81476,11.25966,0.5551014,5593,5357,40,15,67,0,31,83,5593,5493,5293,39,13,67,0,7,74,100,64,1,2,0,0,24,9,5593,5493,100,16,27,15,13,5,0,5,0,0,0,0,0,18,5,0,0,5,7,0,1,0,0,0,6,0,0,0,6,67,22,0,0,0,1,16,1,0,0,3,14,0,0,0,0,0,3,1,5,0,1
